Audi,134,628,2017-01-20 17:30:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/822496419084902404/photo/1',b'Roads like the Seven Mile Bridge in Florida are why the #AudiS6 exists. https://t.co/ES9NKHelU0',,YES,a parking meter is shown in a parking lot
Audi,189,725,2017-01-20 01:32:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/822255328494546944/photo/1',"b'Topless at Naked Creek Overlook, Virginia. #AudiR8 Spyder https://t.co/57P2PHVKQ4 https://t.co/PGHuYdhkBs'",,YES,a red car is parked on a beach next to the ocean
Audi,281,1013,2017-01-18 23:47:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/821866516425699328/photo/1',"b'Take a good, hard look at yourself. #AudiA7 Photo: @AudiSeattle https://t.co/pNVK8Y8PwL'",,YES,a red and white train sitting on a train track
Audi,140,684,2017-01-18 18:52:32,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/821792407519973376/photo/1',b'Be one with your surroundings. The #AudiRS7 in Camouflage Green metallic. #AudiRS7 https://t.co/Nmw3NRAzUo',,YES,a car parked on the side of the road
Audi,121,489,2017-01-18 04:28:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/821574842721964036/photo/1',"b'Early birds get the worm, but night owls own the road.\n5:15AM: Sunset Blvd., Los Angeles. #AudiNightDrives #AudiS3 https://t.co/GAsMowmCRL'",,YES,a car is parked in a parking lot
Audi,155,620,2017-01-17 19:51:32,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/821444865921794049/photo/1',b'A good drive can feel like time has stopped. #AudiA3 https://t.co/HKRx6y8LeU',,YES,a car driving down a street next to a traffic light
Audi,172,712,2017-01-16 16:03:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/821024971380129793/photo/1',b'The Florida Keys are hot. Misano Red hot. #AudiS6 https://t.co/a5Pddw1WWS',,YES,a red car driving down a road next to a forest
Audi,164,713,2017-01-15 00:33:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/820428540155928576/photo/1',"b'New engine, who dis? The turbocharged V6 #AudiSQ5. #NAIAS https://t.co/7wWh9o6Km0'",,YES,a red car parked in front of a parking meter
Audi,215,711,2017-01-14 21:03:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/820375690453385216/photo/1',b'Garage goals. #NAIAS https://t.co/sfxViH890t',,YES,a red truck parked in a parking lot
Audi,185,779,2017-01-14 19:46:28,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/820356426832998400/photo/1',b'Fun Fact: This is the first time a turbocharged V6 sits behind the grille of the #AudiS5 Cabriolet. #NAIAS https://t.co/8UCEGbem1c',,YES,a car is stopped at a red light
Audi,275,741,2017-01-13 20:46:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/820009027694432256/photo/1',b'The most powerful production Audi engine ever built. Retweet with caution. #WantAnR8 #V10 plus https://t.co/Z4O2bHNayN',,YES,a red car parked in front of a red fire hydrant
Audi,78,332,2017-01-13 17:31:29,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819960068485644288/photo/1',b'Plug and play. The combined 204-hp #AudiA3 #etron. #NAIAS https://t.co/bATMI5BiGh',,YES,a bunch of luggage sitting on the floor
Audi,223,787,2017-01-13 01:01:29,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819710929956913152/photo/1',b'Black on black is the new black. #AudiS5 #NAIAS https://t.co/x7NVFWDd9D',,YES,a car parked in a parking lot next to a car
Audi,155,557,2017-01-12 18:12:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819607884006850566/photo/1',b'If the R8 had a front-engined son. #AudiTTS #NAIAS https://t.co/04nezTGYXY',,YES,a car parked in front of a building with a clock on it
Audi,210,768,2017-01-11 22:12:30,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819306012561862659/photo/1',b'The #AudiQ8 concept stole the show\xe2\x80\x94and doesn\xe2\x80\x99t plan to give it back. #NAIAS https://t.co/rogxubd7U8 https://t.co/vNhvqgGTvG',,YES,a red car is parked in front of a fire hydrant
Audi,354,1152,2017-01-11 16:46:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819223852727341059/photo/1',b'605 horses soaking up the #NAIAS spotlight. #AudiRS7 performance #NAIAS https://t.co/hA2wdzWlFC',,YES,a red car is parked on the street
Audi,255,1035,2017-01-11 13:57:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/819181325169082370/photo/1',b'Dropping the top on the #AudiR8 Spyder turns its interior into an exterior. #NAIAS https://t.co/TqK1NfIWFf',,YES,a car is parked on the side of the street
Audi,144,635,2017-01-10 14:50:17,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/818832340549976064/photo/1',"b'With a turbocharged V6 engine, the #AudiSQ5 is a sports car in SUV clothing. #NAIAS https://t.co/LbUKKd4pxU'","20 18 Audl 505
/I/ World pmmlere",YES,a red and white truck parked in a parking lot
Audi,216,856,2017-01-09 21:41:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/818573317154160641/photo/1',b'354 hp. 369 lb-ft of torque. Unlimited headroom comes standard. The 2018 #AudiS5 Cabriolet. #NAIAS https://t.co/IdWZ6qWKu2',,YES,a red car parked in a parking lot
Audi,258,905,2017-01-09 00:15:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/818249681738362882/photo/1',b'Sometimes the backdrop is equally as stunning as the subject. #WantAnR8 https://t.co/XJrntJX30s',,YES,a red car parked in front of a red fire hydrant
Audi,112,548,2017-01-08 04:06:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/817945427014197248/photo/1',b'Take the power back with the combined 204-hp #AudiA3 #etron. https://t.co/5q9q38SIJ2',,YES,a car parked on the side of the road
Audi,248,1015,2017-01-07 21:17:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/817842499570044930/photo/1',b'Eight cylinders. Two turbochargers. Start exercising your right foot. #AudiS6 https://t.co/hcgk8vznXX',,YES,a white car parked in a parking lot
Audi,154,609,2017-01-02 17:13:00,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815969150862561281/photo/1',"b'School\xe2\x80\x99s in. This week, learn the secrets to #ShootingYourAudi for better car photography. https://t.co/Ud7TmJzXAr'",,YES,a red car is parked on the side of the road
Audi,112,403,2017-01-02 02:35:38,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815748356727259137/photo/1',"b'The highways are closed, but closed courses are fair game. #quattroSeason https://t.co/DXyn1BdWY9'",,YES,a car parked on the side of the road
Audi,90,362,2017-01-01 22:15:11,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815682811327905792/photo/1',b'Say goodbye to the snowplow this #quattroSeason. #ClosedCourse https://t.co/B3T4eziV69',,YES,a man riding a snowboard down a snow covered slope
Audi,106,530,2017-01-01 03:02:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815392607635460098/photo/1',b'Capturing lightning in a car. #AudiA3 #etron https://t.co/wDfxaBhS38',,YES,a person is snowboarding down a hill in the snow
Audi,68,258,2016-12-31 17:23:10,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815246936882212864/photo/1',"b'If you\xe2\x80\x99re reading this, you\xe2\x80\x99re not taking advantage of #quattroSeason. https://t.co/xiatEliM6K'",,YES,a red car parked in front of a parking meter
Audi,64,309,2016-12-31 04:01:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/815045067555635201/photo/1',b'A plug-in hybrid should energize its driver. #AudiA3 #etron https://t.co/q7NKExH501',,YES,a person riding a snowboard down a snow covered slope
Audi,247,677,2016-12-30 22:26:09,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/814960794798530560/photo/1',b'Snow is nature\xe2\x80\x99s way of telling you to get out more. This is #quattroSeason. #WantAnR8 https://t.co/JqizZCNnlk',,YES,a car is parked in a parking lot
Audi,135,392,2016-12-30 17:21:11,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/814884046736150528/photo/1',"b'Somewhere nearby, there are people waiting on a flight that will never take off. #quattroSeason https://t.co/wQKkIM9jvS'",,YES,a person is standing on a snow board in the snow
Audi,142,611,2016-12-30 00:45:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/814633353362231296/photo/1',b'You\xe2\x80\x99ll always be in paradise with 450 hp. #AudiS6 https://t.co/KTGECyDdLP',,YES,a view of a snow covered mountain range
Audi,118,442,2016-12-29 16:20:09,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/814506302516953089/photo/1',"b'Drive, work, and drive some more. That\xe2\x80\x99s what we call work/life balance during #quattroSeason. https://t.co/VqvMokEVPj'",,YES,a red car parked on the side of the road
Audi,120,368,2016-12-28 23:17:12,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/814248864874110976/photo/1',"b'When the roads close, throttles open. This is #quattroSeason. #ClosedCourse https://t.co/VZKnq28i5R'",,YES,a close up of a clock on a wall
Audi,68,309,2016-12-28 00:04:03,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/813898270313480192/photo/1',"b'The couch, hot cocoa, a blazing fire. All great things, but this is #quattroSeason. https://t.co/fO7k9nfPHL'",,YES,a person is standing on a snowboard in the snow
Audi,150,639,2016-12-27 16:13:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/813779732806377472/photo/1',"b""Whoever said you couldn't change the weather didn't have three-zone climate control. #AudiQ7 Photo: @AudiSeattle https://t.co/y5PwJbw3aY""",,YES,a car is parked on the side of the road
Audi,101,395,2016-12-26 16:10:09,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/813416619305291777/photo/1',b'Your in-law escape vehicle awaits. #quattroSeason #WantAnR8 https://t.co/5uOVQtUFfL',,YES,a close up of a parking meter on a street
Audi,211,745,2016-12-24 23:52:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/812808078504640513/photo/1',b'If nature was a drive-in. #WantAnR8 https://t.co/UHeCeVdDnR',,YES,a white car parked in a parking lot
Audi,34,192,2016-12-22 23:42:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/812080784756588544/photo/1',"b'After #FanInspiredArt, Brian L. no longer needs to walk to the garage to admire his #AudiR8. https://t.co/diAEsRKs5R'","{x

A u
a my van

OOﬁ

- zsu Hm

mm"" Cu mm, mm mm» www.may

n _' ,In

Imqbnlnco‘dwalw ham mm lnzumrmmmny",YES,a car parked on the side of the road
Audi,309,1000,2016-12-22 01:36:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/811747084915404804/photo/1',b'Darkness descends on 540 horses. #WantAnR8 https://t.co/rylNfWQ6iq',,YES,a parking meter is on the side of the street
Audi,161,626,2016-12-18 00:13:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/810276645273796613/photo/1',b'One turbocharger. One reason not to stay home. #AudiA3 https://t.co/zS1wS8TsTH',,YES,a white car parked on the side of a road
Audi,164,791,2016-12-17 17:37:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/810176990531768320/photo/1',"b'Dressed for the #Seattle weather with 20"" wheels in low-profile galoshes. #AudiA7 https://t.co/2Ae6KV3fDx'",,YES,a car parked on the side of the road
Audi,79,360,2016-12-17 03:34:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/809964841129705472/photo/1',b'The plug-in hybrid class needed a recharge. The combined 204-hp #AudiA3 #etron. https://t.co/2E5afsNB3j',,YES,a car parked on the side of the road
Audi,128,478,2016-12-15 18:09:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/809460271471271940/photo/1',b'65% chance of rain. 100% chance of grip. #quattro #AudiQ7 https://t.co/G8IvAwwBAk',,YES,a red car parked in front of a building
Audi,63,272,2016-12-14 02:28:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/808861070303625216/photo/1',b'A plug-in hybrid should energize its driver. #AudiA3 #etron https://t.co/Em3twtDdlc',,YES,a car is parked on the side of the road
Audi,166,649,2016-12-10 16:48:00,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/807627941446291457/photo/1',b'Game face. The #MLSCup starts at 8PM EST. https://t.co/qjqmNDEHKN',,YES,a car is parked in a parking lot
Audi,158,752,2016-12-09 19:58:28,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/807313486170771457/photo/1',"b'Skyline Drive, Virginia: A 105-mile long playground for the turbocharged #AudiA3. https://t.co/uB5AsFTIxR'",,YES,a black and white photo of a red car
Audi,266,897,2016-12-08 21:22:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/806972123751337987/photo/1',"b'10 cylinders. 540 horsepower. 30 SPF. The #AudiR8 Spyder on Skyline Drive, Virginia. https://t.co/SjcAIPSiVk'",,YES,a person is taking a picture of a car
Audi,146,621,2016-12-08 01:02:30,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/806665222949863426/photo/1',b'Eye contact can make or break a first impression. #LED #AudiA3 https://t.co/JI0t2FXiPn',,YES,a car parked on the side of the road
Audi,134,564,2016-12-06 01:33:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/805948124283990017/photo/1',b'Be one with your surroundings. The #AudiRS7 in Camouflage Green metallic. #AudiRS7 https://t.co/GnGJSANJOD',,YES,a car parked on the side of the road
Audi,212,731,2016-12-05 18:02:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/805834628481347588/photo/1',b'Insert standing ovation here. #WantAnR8 https://t.co/VYsuyZ70uL',,YES,a car is parked in a parking lot
Audi,112,470,2016-12-04 01:25:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/805221336066965504/photo/1',b'Standoff. #AudiQ7 https://t.co/KRCpMp0Q45',,YES,a car parked on the side of the road
Audi,108,499,2016-12-03 04:28:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/804905000556265473/photo/1',"b'4:39AM: Sunset Boulevard, Los Angeles. #AudiNightDrives #AudiS3 https://t.co/rZie274DWT'",,YES,a truck is parked on the side of the road
Audi,112,554,2016-11-30 21:04:31,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/804068614047461378/photo/1',"b'The Northwest is known for excellent salmon, evergreen trees, and now, the #Audiexclusive #AudiS3. @AudiSeattle https://t.co/DtKy0wYo16'",,YES,a car is parked on the side of the street
Audi,156,602,2016-11-29 23:16:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/803739320616177664/photo/1',b'Every lap is a victory lap with a twin-turbo V8. #AudiRS7 https://t.co/fFLQ7Ql7vh',,YES,a red truck parked in a parking lot
Audi,106,514,2016-11-29 04:57:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/803462747182825472/photo/1',"b'4:21AM: Sunset Boulevard, Los Angeles. #AudiNightDrives #AudiS3 https://t.co/qzk9o6n6K3'",NO_IMAGE,NO,a white car parked on the side of the road
Audi,200,683,2016-11-27 02:25:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/802699720661594112/photo/1',"b'When hell freezes over, we hope it looks like this. #BestRoadInTheWorld #WantAnR8 #quattro https://t.co/EiJGVeCKor'",,YES
Audi,95,413,2016-11-26 03:21:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/802351429629394944/photo/1',"b'With 610 hp at your disposal, it\xe2\x80\x99s never an uphill battle. #WantAnR8 https://t.co/KiFb7czr4I'",,YES,a red car parked on the side of a road
Audi,167,691,2016-11-24 20:24:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/801884094808330241/photo/1',"b'Today, we are thankful for: \n\n\xe2\x9c\x93#TheBestRoadInTheWorld\n\xe2\x9c\x93quattro https://t.co/ReGIh5g2WW'",,YES,a person riding a surf board on a body of water
Audi,37,103,2016-11-22 17:40:03,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/801118056353320960/photo/1',"b'Robby, Bobby, Shelley, Jack: This week gives a who\xe2\x80\x99s-who of the #AudiPiloted fleet. https://t.co/VDiG9BZyux'",,YES,a red car parked on the side of a road
Audi,82,430,2016-11-20 22:20:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/800463735953522688/photo/1',"b""Three rows of seating with one coveted spot\xe2\x80\x94the driver's seat. #AudiQ7 #LAAutoShow https://t.co/LitSK3pwpY""",,YES,a close up of a cell phone and a cell phone
Audi,86,361,2016-11-20 15:11:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/800355774467817472/photo/1',b'Your Sunday drive will never be the same. See for yourself: https://t.co/VOHfoanZ80 #Audiallroad #LAAutoShow https://t.co/jzVMeOr8Bz',,YES,a truck is parked on the side of the street
Audi,168,810,2016-11-20 03:09:04,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/800174089289789440/photo/1',b'You\xe2\x80\x99ve never seen an #AudiQ5 like this\xe2\x80\x94because it\xe2\x80\x99s been totally redesigned. This is it\xe2\x80\x99s US debut. #LAAutoShow https://t.co/ohybftR8HG',,YES,a truck is parked in a parking lot
Audi,122,570,2016-11-19 22:14:00,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/800099837115043840/photo/1',b'The #AudiR8 Spyder: With optional unlimited headroom. #LAAutoShow https://t.co/9iLrjeOGAk',,YES,a car parked on the side of a street
Audi,151,629,2016-11-19 16:35:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/800014529321140225/photo/1',b'F\xcc\xb6o\xcc\xb6r\xcc\xb6b\xcc\xb6i\xcc\xb6d\xcc\xb6d\xcc\xb6e\xcc\xb6n\xcc\xb6 fruit. The #AudiS5 Sportback\xe2\x80\x94now available in the US for the first time. #LAAutoShow https://t.co/Prr1GeoOUN',,YES,a person sitting on the back of a motorcycle
Audi,456,1387,2016-11-19 02:39:04,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/799804153975500802/photo/1',b'605 horsepower in a four-door sedan is staggering no matter how you look at it. #AudiRS7 performance #LAAutoShow https://t.co/QCAAeAwfZY',,YES,a car is parked in front of a parking meter
Audi,193,712,2016-11-18 23:31:05,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/799756844252200960/photo/1',b'Hotter than sriracha. The #AudiS7 in Tango Red. #LAAutoShow https://t.co/EKIgJOR0S2',,YES,a parking meter is on the side of the street
Audi,210,690,2016-11-18 20:00:39,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/799703888949641216/photo/1',b'There are two kinds of people in this world. #WantAnR8 #LAAutoShow https://t.co/MZuxnf1YNx',,YES,a red car parked in a parking lot
Audi,73,337,2016-11-17 23:54:25,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/799400329561436160/photo/1',b'The #Audiallroad doing its least favorite thing\xe2\x80\x94standing still. #LAAutoShow https://t.co/OmC4ub7gjv',,YES,a car parked on the side of the road
Audi,183,664,2016-11-17 01:00:27,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/799054559830282240/photo/1',"b'The 2016 #LAAutoShow just received a heavy dose of horsepower\xe2\x80\x941,210 to be exact. https://t.co/r5hsUce6cw'",,YES,a car is parked in a parking lot
Audi,87,306,2016-11-16 19:42:35,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/798974567238795266/photo/1',b'#quattro takes on Los Angeles. Explore what the 2016 #LAAutoShow has to offer all this week. https://t.co/qyHyJtiemm',,YES,a car is parked on the side of the street
Audi,194,698,2016-11-14 18:26:29,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/798230638029668352/photo/1',b'Prepped for launch. https://t.co/IxgWKQsdey',,YES,a car parked in front of a car with a dog on it
Audi,100,351,2016-11-11 01:02:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/796880625299062785/photo/1',"b'Track car by day, chauffeur by night. #AudiRS7 https://t.co/mvTwfLSyBi https://t.co/dBsMoA57kB'",,YES,a person holding a cell phone in their hand
Audi,92,379,2016-11-10 18:50:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/796787010258239488/photo/1',"b'Picturesque, inside and out. #AudiQ7 https://t.co/Xctpmd2aXR'",,YES,a car parked in front of a building
Audi,58,301,2016-11-06 22:03:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/795386029280808961/photo/1',b'The last frontier awaits. #AudiQ3 #Alaska https://t.co/nKXs3tsQo2',,YES,a rear view mirror on a car with a car in the background
Audi,133,625,2016-11-06 17:14:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/795313298849861632/photo/1',b'#Alaska is about four times the size of California\xe2\x80\x94meaning you really don\xe2\x80\x99t want to be caught without a map. #AudiQ3 https://t.co/8lJZBDGIip',,YES,a car is parked on the side of the road
Audi,66,331,2016-11-05 19:26:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/794984129804779522/photo/1',b'Florett silver\xe2\x80\x94as if #Alaska\xe2\x80\x99s color palette wasn\xe2\x80\x99t cold enough. #AudiQ3 https://t.co/GPGqWR5Yme',,YES,a car parked in front of a car
Audi,56,280,2016-11-04 01:07:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/794345173274783744/photo/1',b'The 10 tallest mountains in the US reside in #Alaska\xe2\x80\x94consider #quattro formally invited. #AudiQ5 https://t.co/L0MJJN3ubL',,YES,a car parked on the side of the road
Audi,65,337,2016-11-03 20:18:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/794272440214028289/photo/1',b'The sky\xe2\x80\x99s the limit\xe2\x80\x94go see how close you can get with #quattro. #AudiQ3 #Alaska https://t.co/si7Fy89u7V',,YES,a car parked on the side of the road
Audi,53,288,2016-11-03 14:00:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/794177316364623876/photo/1',b'How to best view #Alaska\xe2\x80\x99s Chugach Mountains:\nStep 1: Take SR-1 out of Anchorage.\nStep 2: Park.\n#AudiQ3 https://t.co/rhKFYYLCnB',,YES,a truck driving down a road with a mountain in the background
Audi,67,326,2016-11-02 14:00:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/793814927052009472/photo/1',"b'The Last Frontier. The 49th state. This week, the #AudiQ3 and #AudiQ5 visit the largest state in the Union: #Alaska. https://t.co/JARZHu8pqE'",,YES,a car parked on the side of the road
Audi,289,828,2016-10-31 23:32:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/793234104787623941/photo/1',b'Get your blood pumping\xe2\x80\x94it\xe2\x80\x99s what he would want. The R8 at Dracula\xe2\x80\x99s Castle. #AudiTransylvania #WantAnR8 https://t.co/yiopAw8Ow3',,YES,a car is parked on the side of the road
Audi,187,635,2016-10-31 17:31:27,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/793143360076836865/photo/1',b'The 605-horsepower #AudiRS7 performance. It\xe2\x80\x99s the monster that monsters lose sleep over. #AudiTransylvania https://t.co/3VZ5JeLsD6',,YES,a red car parked in a parking lot
Audi,210,709,2016-10-30 02:45:10,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/792557929538945024/photo/1',b'There\xe2\x80\x99s a great power lurking in these woods. The #AudiRS7 performance. #AudiTransylvania https://t.co/lyf5pakdjG',,YES,a car is parked in a parking lot
Audi,130,427,2016-10-29 23:03:01,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/792502024332083200/photo/1',b'The #AudiRS7 and Sighi\xc8\x99oara\xe2\x80\x94the birthplace of the real Dracula. Both equally hair-raising. #AudiTransylvania https://t.co/amPJum9UAc',,YES,a car parked on the side of the road
Audi,74,269,2016-10-28 23:02:02,1652807,13020,"b'Herndon, VA'",b'https://twitter.com/Audi/status/792139388369133568/photo/1',b'One more monument in Monument Valley. #Audiallroad https://t.co/NQwSkZVHVX',,YES,a white toilet sitting next to a brick wall
